timestamp,product,side,quote_price,quoted_qty,server_fv,edge_at_quote,filled_qty,fill_price,markout_h1,markout_h5,markout_h20,markout_h50
19400,ASH_COATED_OSMIUM,bid,9999,5,10001.2783203125,2.2783203125,0,,1.775390625,2.0341796875,1.3349609375,1.34765625
19400,ASH_COATED_OSMIUM,ask,10005,5,10001.2783203125,3.7216796875,0,,4.224609375,3.9658203125,4.6650390625,4.65234375
19500,ASH_COATED_OSMIUM,bid,9999,5,10000.775390625,1.775390625,0,,1.54296875,2.1357421875,1.5458984375,1.2314453125
19500,ASH_COATED_OSMIUM,ask,10005,5,10000.775390625,4.224609375,0,,4.45703125,3.8642578125,4.4541015625,4.7685546875
19600,ASH_COATED_OSMIUM,bid,9999,5,10000.54296875,1.54296875,0,,1.6611328125,1.853515625,1.68359375,1.115234375
19600,ASH_COATED_OSMIUM,ask,10005,5,10000.54296875,4.45703125,0,,4.3388671875,4.146484375,4.31640625,4.884765625
19700,ASH_COATED_OSMIUM,bid,9999,5,10000.6611328125,1.6611328125,0,,1.84765625,1.9228515625,1.6640625,1.7451171875
19700,ASH_COATED_OSMIUM,ask,10005,5,10000.6611328125,4.3388671875,0,,4.15234375,4.0771484375,4.3359375,4.2548828125
19800,ASH_COATED_OSMIUM,bid,9999,5,10000.84765625,1.84765625,0,,2.0341796875,1.84375,2.16796875,1.8271484375
19800,ASH_COATED_OSMIUM,ask,10005,5,10000.84765625,4.15234375,0,,3.9658203125,4.15625,3.83203125,4.1728515625
19900,ASH_COATED_OSMIUM,bid,9999,5,10001.0341796875,2.0341796875,0,,2.1357421875,1.4765625,2.4970703125,1.8076171875
19900,ASH_COATED_OSMIUM,ask,10005,5,10001.0341796875,3.9658203125,0,,3.8642578125,4.5234375,3.5029296875,4.1923828125
20000,ASH_COATED_OSMIUM,bid,9999,5,10001.1357421875,2.1357421875,0,,1.853515625,1.1513671875,2.115234375,1.658203125
20000,ASH_COATED_OSMIUM,ask,10005,5,10001.1357421875,3.8642578125,0,,4.146484375,4.8486328125,3.884765625,4.341796875
20100,ASH_COATED_OSMIUM,bid,9999,5,10000.853515625,1.853515625,0,,1.9228515625,1.28125,2.2294921875,2.3359375
20100,ASH_COATED_OSMIUM,ask,10005,5,10000.853515625,4.146484375,0,,4.0771484375,4.71875,3.7705078125,3.6640625
20200,ASH_COATED_OSMIUM,bid,9999,5,10000.9228515625,1.9228515625,0,,1.84375,1.0810546875,2.5244140625,1.9130859375
20200,ASH_COATED_OSMIUM,ask,10005,5,10000.9228515625,4.0771484375,0,,4.15625,4.9189453125,3.4755859375,4.0869140625
20300,ASH_COATED_OSMIUM,bid,9999,5,10000.84375,1.84375,0,,1.4765625,1.18359375,2.783203125,1.8896484375
20300,ASH_COATED_OSMIUM,ask,10005,5,10000.84375,4.15625,0,,4.5234375,4.81640625,3.216796875,4.1103515625
20400,ASH_COATED_OSMIUM,bid,9999,5,10000.4765625,1.4765625,0,,1.1513671875,1.1328125,2.0927734375,1.8623046875
20400,ASH_COATED_OSMIUM,ask,10005,5,10000.4765625,4.5234375,0,,4.8486328125,4.8671875,3.9072265625,4.1376953125
20500,ASH_COATED_OSMIUM,bid,9998,5,10000.1513671875,2.1513671875,0,,2.28125,2.58984375,3.96484375,2.83984375
20500,ASH_COATED_OSMIUM,ask,10004,5,10000.1513671875,3.8486328125,0,,3.71875,3.41015625,2.03515625,3.16015625
20600,ASH_COATED_OSMIUM,bid,9998,5,10000.28125,2.28125,0,,2.0810546875,2.1201171875,4.1923828125,2.814453125
20600,ASH_COATED_OSMIUM,ask,10004,5,10000.28125,3.71875,0,,3.9189453125,3.8798828125,1.8076171875,3.185546875
20700,ASH_COATED_OSMIUM,bid,9998,5,10000.0810546875,2.0810546875,0,,2.18359375,2.4765625,3.8837890625,2.5986328125
20700,ASH_COATED_OSMIUM,ask,10004,5,10000.0810546875,3.9189453125,0,,3.81640625,3.5234375,2.1162109375,3.4013671875
20800,ASH_COATED_OSMIUM,bid,9998,5,10000.18359375,2.18359375,0,,2.1328125,2.56640625,3.236328125,2.4482421875
20800,ASH_COATED_OSMIUM,ask,10004,5,10000.18359375,3.81640625,0,,3.8671875,3.43359375,2.763671875,3.5517578125
20900,ASH_COATED_OSMIUM,bid,9998,5,10000.1328125,2.1328125,0,,2.58984375,2.3349609375,3.2607421875,2.6923828125
20900,ASH_COATED_OSMIUM,ask,10004,5,10000.1328125,3.8671875,0,,3.41015625,3.6650390625,2.7392578125,3.3076171875
21000,ASH_COATED_OSMIUM,bid,9998,5,10000.58984375,2.58984375,0,,2.1201171875,2.5458984375,3.4833984375,2.79296875
21000,ASH_COATED_OSMIUM,ask,10004,5,10000.58984375,3.41015625,0,,3.8798828125,3.4541015625,2.5166015625,3.20703125
21100,ASH_COATED_OSMIUM,bid,9998,5,10000.1201171875,2.1201171875,0,,2.4765625,2.68359375,3.0634765625,2.5908203125
21100,ASH_COATED_OSMIUM,ask,10004,5,10000.1201171875,3.8798828125,0,,3.5234375,3.31640625,2.9365234375,3.4091796875
21200,ASH_COATED_OSMIUM,bid,9998,5,10000.4765625,2.4765625,0,,2.56640625,2.6640625,2.7109375,3.3583984375
21200,ASH_COATED_OSMIUM,ask,10004,5,10000.4765625,3.5234375,0,,3.43359375,3.3359375,3.2890625,2.6416015625
21300,ASH_COATED_OSMIUM,bid,9998,5,10000.56640625,2.56640625,0,,2.3349609375,3.16796875,2.4951171875,3.3203125
21300,ASH_COATED_OSMIUM,ask,10004,5,10000.56640625,3.43359375,0,,3.6650390625,2.83203125,3.5048828125,2.6796875
21400,ASH_COATED_OSMIUM,bid,9998,5,10000.3349609375,2.3349609375,0,,2.5458984375,3.4970703125,2.9599609375,3.9755859375
21400,ASH_COATED_OSMIUM,ask,10004,5,10000.3349609375,3.6650390625,0,,3.4541015625,2.5029296875,3.0400390625,2.0244140625
21500,ASH_COATED_OSMIUM,bid,9998,5,10000.5458984375,2.5458984375,0,,2.68359375,3.115234375,2.888671875,3.9951171875
21500,ASH_COATED_OSMIUM,ask,10004,5,10000.5458984375,3.4541015625,0,,3.31640625,2.884765625,3.111328125,2.0048828125
21600,ASH_COATED_OSMIUM,bid,9998,5,10000.68359375,2.68359375,0,,2.6640625,3.2294921875,2.59375,4.0810546875
21600,ASH_COATED_OSMIUM,ask,10004,5,10000.68359375,3.31640625,0,,3.3359375,2.7705078125,3.40625,1.9189453125
21700,ASH_COATED_OSMIUM,bid,9998,5,10000.6640625,2.6640625,0,,3.16796875,3.5244140625,2.38671875,4.19921875
21700,ASH_COATED_OSMIUM,ask,10004,5,10000.6640625,3.3359375,0,,2.83203125,2.4755859375,3.61328125,1.80078125
21800,ASH_COATED_OSMIUM,bid,9998,5,10001.16796875,3.16796875,0,,3.4970703125,3.783203125,2.3935546875,3.9453125
21800,ASH_COATED_OSMIUM,ask,10004,5,10001.16796875,2.83203125,0,,2.5029296875,2.216796875,3.6064453125,2.0546875
21900,ASH_COATED_OSMIUM,bid,9998,5,10001.4970703125,3.4970703125,0,,3.115234375,3.0927734375,2.833984375,3.236328125
21900,ASH_COATED_OSMIUM,ask,10004,5,10001.4970703125,2.5029296875,0,,2.884765625,2.9072265625,3.166015625,2.763671875
22000,ASH_COATED_OSMIUM,ask,10003,6,10001.115234375,1.884765625,6,10003,1.7705078125,1.03515625,2.0283203125,2.0458984375
22000,ASH_COATED_OSMIUM,bid,9998,5,10001.115234375,3.115234375,0,,3.2294921875,3.96484375,2.9716796875,2.9541015625
22000,ASH_COATED_OSMIUM,ask,10004,5,10001.115234375,2.884765625,0,,2.7705078125,2.03515625,3.0283203125,3.0458984375
22100,ASH_COATED_OSMIUM,bid,9999,5,10001.2294921875,2.2294921875,0,,2.5244140625,3.1923828125,1.9453125,2.2353515625
22100,ASH_COATED_OSMIUM,ask,10005,5,10001.2294921875,3.7705078125,0,,3.4755859375,2.8076171875,4.0546875,3.7646484375
22200,ASH_COATED_OSMIUM,bid,9999,5,10001.5244140625,2.5244140625,0,,2.783203125,2.8837890625,1.3876953125,1.802734375
22200,ASH_COATED_OSMIUM,ask,10005,5,10001.5244140625,3.4755859375,0,,3.216796875,3.1162109375,4.6123046875,4.197265625
22300,ASH_COATED_OSMIUM,bid,9999,5,10001.783203125,2.783203125,0,,2.0927734375,2.236328125,1.744140625,1.8134765625
22300,ASH_COATED_OSMIUM,ask,10005,5,10001.783203125,3.216796875,0,,3.9072265625,3.763671875,4.255859375,4.1865234375
22400,ASH_COATED_OSMIUM,bid,9999,5,10001.0927734375,2.0927734375,0,,2.96484375,2.2607421875,1.34765625,2.4345703125
22400,ASH_COATED_OSMIUM,ask,10005,5,10001.0927734375,3.9072265625,0,,3.03515625,3.7392578125,4.65234375,3.5654296875
22500,ASH_COATED_OSMIUM,bid,9999,5,10001.96484375,2.96484375,0,,3.1923828125,2.4833984375,1.2314453125,2.2734375
22500,ASH_COATED_OSMIUM,ask,10005,5,10001.96484375,3.03515625,0,,2.8076171875,3.5166015625,4.7685546875,3.7265625
22600,ASH_COATED_OSMIUM,bid,9999,5,10002.1923828125,3.1923828125,0,,2.8837890625,2.0634765625,1.115234375,2.013671875
22600,ASH_COATED_OSMIUM,ask,10005,5,10002.1923828125,2.8076171875,0,,3.1162109375,3.9365234375,4.884765625,3.986328125
22700,ASH_COATED_OSMIUM,bid,9999,5,10001.8837890625,2.8837890625,0,,2.236328125,1.7109375,1.7451171875,2.0068359375
22700,ASH_COATED_OSMIUM,ask,10005,5,10001.8837890625,3.1162109375,0,,3.763671875,4.2890625,4.2548828125,3.9931640625
22800,ASH_COATED_OSMIUM,bid,9999,5,10001.236328125,2.236328125,0,,2.2607421875,1.4951171875,1.8271484375,1.4794921875
22800,ASH_COATED_OSMIUM,ask,10005,5,10001.236328125,3.763671875,0,,3.7392578125,4.5048828125,4.1728515625,4.5205078125
22900,ASH_COATED_OSMIUM,bid,9999,5,10001.2607421875,2.2607421875,0,,2.4833984375,1.9599609375,1.8076171875,1.26171875
22900,ASH_COATED_OSMIUM,ask,10005,5,10001.2607421875,3.7392578125,0,,3.5166015625,4.0400390625,4.1923828125,4.73828125
23000,ASH_COATED_OSMIUM,bid,9999,5,10001.4833984375,2.4833984375,0,,2.0634765625,1.888671875,1.658203125,1.080078125
23000,ASH_COATED_OSMIUM,ask,10005,5,10001.4833984375,3.5166015625,0,,3.9365234375,4.111328125,4.341796875,4.919921875
23100,ASH_COATED_OSMIUM,bid,9999,5,10001.0634765625,2.0634765625,0,,1.7109375,1.59375,2.3359375,0.8671875
23100,ASH_COATED_OSMIUM,ask,10005,5,10001.0634765625,3.9365234375,0,,4.2890625,4.40625,3.6640625,5.1328125
23200,ASH_COATED_OSMIUM,bid,9999,5,10000.7109375,1.7109375,0,,1.4951171875,1.38671875,1.9130859375,1.5166015625
23200,ASH_COATED_OSMIUM,ask,10005,5,10000.7109375,4.2890625,0,,4.5048828125,4.61328125,4.0869140625,4.4833984375
23300,ASH_COATED_OSMIUM,bid,9999,5,10000.4951171875,1.4951171875,0,,1.9599609375,1.3935546875,1.8896484375,1.890625
23300,ASH_COATED_OSMIUM,ask,10005,5,10000.4951171875,4.5048828125,0,,4.0400390625,4.6064453125,4.1103515625,4.109375
23400,ASH_COATED_OSMIUM,bid,9999,5,10000.9599609375,1.9599609375,0,,1.888671875,1.833984375,1.8623046875,1.640625
23400,ASH_COATED_OSMIUM,ask,10005,5,10000.9599609375,4.0400390625,0,,4.111328125,4.166015625,4.1376953125,4.359375
23500,ASH_COATED_OSMIUM,bid,9999,5,10000.888671875,1.888671875,0,,1.59375,1.9716796875,1.83984375,1.7509765625
23500,ASH_COATED_OSMIUM,ask,10005,5,10000.888671875,4.111328125,0,,4.40625,4.0283203125,4.16015625,4.2490234375
23600,ASH_COATED_OSMIUM,bid,9999,5,10000.59375,1.59375,0,,1.38671875,1.9453125,1.814453125,1.8740234375
23600,ASH_COATED_OSMIUM,ask,10005,5,10000.59375,4.40625,0,,4.61328125,4.0546875,4.185546875,4.1259765625
23700,ASH_COATED_OSMIUM,bid,9999,5,10000.38671875,1.38671875,0,,1.3935546875,1.3876953125,1.5986328125,2.6044921875
23700,ASH_COATED_OSMIUM,ask,10005,5,10000.38671875,4.61328125,0,,4.6064453125,4.6123046875,4.4013671875,3.3955078125
23800,ASH_COATED_OSMIUM,bid,9999,5,10000.3935546875,1.3935546875,0,,1.833984375,1.744140625,1.4482421875,2.408203125
23800,ASH_COATED_OSMIUM,ask,10005,5,10000.3935546875,4.6064453125,0,,4.166015625,4.255859375,4.5517578125,3.591796875
23900,ASH_COATED_OSMIUM,bid,9999,5,10000.833984375,1.833984375,0,,1.9716796875,1.34765625,1.6923828125,2.0986328125
23900,ASH_COATED_OSMIUM,ask,10005,5,10000.833984375,4.166015625,0,,4.0283203125,4.65234375,4.3076171875,3.9013671875
24000,ASH_COATED_OSMIUM,bid,9999,5,10000.9716796875,1.9716796875,0,,1.9453125,1.2314453125,1.79296875,2.0810546875
24000,ASH_COATED_OSMIUM,ask,10005,5,10000.9716796875,4.0283203125,0,,4.0546875,4.7685546875,4.20703125,3.9189453125
24100,ASH_COATED_OSMIUM,bid,9999,5,10000.9453125,1.9453125,0,,1.3876953125,1.115234375,1.5908203125,1.921875
24100,ASH_COATED_OSMIUM,ask,10005,5,10000.9453125,4.0546875,0,,4.6123046875,4.884765625,4.4091796875,4.078125
24200,ASH_COATED_OSMIUM,bid,9999,5,10000.3876953125,1.3876953125,0,,1.744140625,1.7451171875,2.3583984375,1.681640625
24200,ASH_COATED_OSMIUM,ask,10005,5,10000.3876953125,4.6123046875,0,,4.255859375,4.2548828125,3.6416015625,4.318359375
24300,ASH_COATED_OSMIUM,bid,9999,5,10000.744140625,1.744140625,0,,1.34765625,1.8271484375,2.3203125,1.8251953125
24300,ASH_COATED_OSMIUM,ask,10005,5,10000.744140625,4.255859375,0,,4.65234375,4.1728515625,3.6796875,4.1748046875
24400,ASH_COATED_OSMIUM,bid,9999,5,10000.34765625,1.34765625,0,,1.2314453125,1.8076171875,2.9755859375,1.8251953125
24400,ASH_COATED_OSMIUM,ask,10005,5,10000.34765625,4.65234375,0,,4.7685546875,4.1923828125,3.0244140625,4.1748046875
24500,ASH_COATED_OSMIUM,bid,9998,5,10000.2314453125,2.2314453125,0,,2.115234375,2.658203125,3.9951171875,2.8779296875
24500,ASH_COATED_OSMIUM,ask,10004,5,10000.2314453125,3.7685546875,0,,3.884765625,3.341796875,2.0048828125,3.1220703125
24600,ASH_COATED_OSMIUM,bid,9998,5,10000.115234375,2.115234375,0,,2.7451171875,3.3359375,4.0810546875,2.5244140625
24600,ASH_COATED_OSMIUM,ask,10004,5,10000.115234375,3.884765625,0,,3.2548828125,2.6640625,1.9189453125,3.4755859375
24700,ASH_COATED_OSMIUM,bid,9998,5,10000.7451171875,2.7451171875,0,,2.8271484375,2.9130859375,4.19921875,2.3759765625
24700,ASH_COATED_OSMIUM,ask,10004,5,10000.7451171875,3.2548828125,0,,3.1728515625,3.0869140625,1.80078125,3.6240234375
24800,ASH_COATED_OSMIUM,bid,9998,5,10000.8271484375,2.8271484375,0,,2.8076171875,2.8896484375,3.9453125,2.7451171875
24800,ASH_COATED_OSMIUM,ask,10004,5,10000.8271484375,3.1728515625,0,,3.1923828125,3.1103515625,2.0546875,3.2548828125
24900,ASH_COATED_OSMIUM,bid,9998,5,10000.8076171875,2.8076171875,0,,2.658203125,2.8623046875,3.236328125,2.8740234375
24900,ASH_COATED_OSMIUM,ask,10004,5,10000.8076171875,3.1923828125,0,,3.341796875,3.1376953125,2.763671875,3.1259765625
25000,ASH_COATED_OSMIUM,bid,9998,5,10000.658203125,2.658203125,0,,3.3359375,2.83984375,2.9541015625,2.6982421875
25000,ASH_COATED_OSMIUM,ask,10004,5,10000.658203125,3.341796875,0,,2.6640625,3.16015625,3.0458984375,3.3017578125
25100,ASH_COATED_OSMIUM,bid,9999,5,10001.3359375,2.3359375,0,,1.9130859375,1.814453125,2.2353515625,2.037109375
25100,ASH_COATED_OSMIUM,ask,10005,5,10001.3359375,3.6640625,0,,4.0869140625,4.185546875,3.7646484375,3.962890625
25200,ASH_COATED_OSMIUM,bid,9999,5,10000.9130859375,1.9130859375,0,,1.8896484375,1.5986328125,1.802734375,2.1884765625
25200,ASH_COATED_OSMIUM,ask,10005,5,10000.9130859375,4.0869140625,0,,4.1103515625,4.4013671875,4.197265625,3.8115234375
25300,ASH_COATED_OSMIUM,bid,9999,5,10000.8896484375,1.8896484375,0,,1.8623046875,1.4482421875,1.8134765625,2.2041015625
25300,ASH_COATED_OSMIUM,ask,10005,5,10000.8896484375,4.1103515625,0,,4.1376953125,4.5517578125,4.1865234375,3.7958984375
25400,ASH_COATED_OSMIUM,bid,9999,5,10000.8623046875,1.8623046875,0,,1.83984375,1.6923828125,2.4345703125,1.5849609375
25400,ASH_COATED_OSMIUM,ask,10005,5,10000.8623046875,4.1376953125,0,,4.16015625,4.3076171875,3.5654296875,4.4150390625
25500,ASH_COATED_OSMIUM,bid,9999,5,10000.83984375,1.83984375,0,,1.814453125,1.79296875,2.2734375,1.515625
25500,ASH_COATED_OSMIUM,ask,10005,5,10000.83984375,4.16015625,0,,4.185546875,4.20703125,3.7265625,4.484375
25600,ASH_COATED_OSMIUM,bid,9999,5,10000.814453125,1.814453125,0,,1.5986328125,1.5908203125,2.013671875,1.705078125
25600,ASH_COATED_OSMIUM,ask,10005,5,10000.814453125,4.185546875,0,,4.4013671875,4.4091796875,3.986328125,4.294921875
25700,ASH_COATED_OSMIUM,bid,9999,5,10000.5986328125,1.5986328125,0,,1.4482421875,2.3583984375,2.0068359375,1.61328125
25700,ASH_COATED_OSMIUM,ask,10005,5,10000.5986328125,4.4013671875,0,,4.5517578125,3.6416015625,3.9931640625,4.38671875
25800,ASH_COATED_OSMIUM,bid,9999,5,10000.4482421875,1.4482421875,0,,1.6923828125,2.3203125,1.4794921875,1.7861328125
25800,ASH_COATED_OSMIUM,ask,10005,5,10000.4482421875,4.5517578125,0,,4.3076171875,3.6796875,4.5205078125,4.2138671875
25900,ASH_COATED_OSMIUM,bid,9999,5,10000.6923828125,1.6923828125,0,,1.79296875,2.9755859375,1.26171875,1.6962890625
25900,ASH_COATED_OSMIUM,ask,10005,5,10000.6923828125,4.3076171875,0,,4.20703125,3.0244140625,4.73828125,4.3037109375
26000,ASH_COATED_OSMIUM,bid,9999,5,10000.79296875,1.79296875,0,,1.5908203125,2.9951171875,1.080078125,1.7529296875
26000,ASH_COATED_OSMIUM,ask,10005,5,10000.79296875,4.20703125,0,,4.4091796875,3.0048828125,4.919921875,4.2470703125
26100,ASH_COATED_OSMIUM,bid,9999,5,10000.5908203125,1.5908203125,0,,2.3583984375,3.0810546875,0.8671875,1.2998046875
26100,ASH_COATED_OSMIUM,ask,10005,5,10000.5908203125,4.4091796875,0,,3.6416015625,2.9189453125,5.1328125,4.7001953125
26200,ASH_COATED_OSMIUM,bid,9999,5,10001.3583984375,2.3583984375,0,,2.3203125,3.19921875,1.5166015625,1.9560546875
26200,ASH_COATED_OSMIUM,ask,10005,5,10001.3583984375,3.6416015625,0,,3.6796875,2.80078125,4.4833984375,4.0439453125
26300,ASH_COATED_OSMIUM,bid,9999,5,10001.3203125,2.3203125,0,,2.9755859375,2.9453125,1.890625,1.6982421875
26300,ASH_COATED_OSMIUM,ask,10005,5,10001.3203125,3.6796875,0,,3.0244140625,3.0546875,4.109375,4.3017578125
26400,ASH_COATED_OSMIUM,bid,9999,10,10001.9755859375,2.9755859375,10,9999,2.9951171875,2.236328125,1.640625,1.91015625
26400,ASH_COATED_OSMIUM,bid,9998,5,10001.9755859375,3.9755859375,0,,3.9951171875,3.236328125,2.640625,2.91015625
26400,ASH_COATED_OSMIUM,ask,10004,5,10001.9755859375,2.0244140625,0,,2.0048828125,2.763671875,3.359375,3.08984375
26500,ASH_COATED_OSMIUM,bid,9999,5,10001.9951171875,2.9951171875,5,9999,3.0810546875,1.9541015625,1.7509765625,1.9873046875
26500,ASH_COATED_OSMIUM,bid,9998,5,10001.9951171875,3.9951171875,0,,4.0810546875,2.9541015625,2.7509765625,2.9873046875
26500,ASH_COATED_OSMIUM,ask,10004,5,10001.9951171875,2.0048828125,0,,1.9189453125,3.0458984375,3.2490234375,3.0126953125
26600,ASH_COATED_OSMIUM,bid,9998,5,10002.0810546875,4.0810546875,0,,4.19921875,3.2353515625,2.8740234375,2.9306640625
26600,ASH_COATED_OSMIUM,ask,10004,5,10002.0810546875,1.9189453125,0,,1.80078125,2.7646484375,3.1259765625,3.0693359375
26700,ASH_COATED_OSMIUM,bid,9998,5,10002.19921875,4.19921875,0,,3.9453125,2.802734375,3.6044921875,2.9833984375
26700,ASH_COATED_OSMIUM,ask,10004,5,10002.19921875,1.80078125,0,,2.0546875,3.197265625,2.3955078125,3.0166015625
26800,ASH_COATED_OSMIUM,bid,9998,5,10001.9453125,3.9453125,0,,3.236328125,2.8134765625,3.408203125,2.673828125
26800,ASH_COATED_OSMIUM,ask,10004,5,10001.9453125,2.0546875,0,,2.763671875,3.1865234375,2.591796875,3.326171875
26900,ASH_COATED_OSMIUM,bid,9998,5,10001.236328125,3.236328125,0,,2.9541015625,3.4345703125,3.0986328125,2.8837890625
26900,ASH_COATED_OSMIUM,ask,10004,5,10001.236328125,2.763671875,0,,3.0458984375,2.5654296875,2.9013671875,3.1162109375
27000,ASH_COATED_OSMIUM,bid,9998,5,10000.9541015625,2.9541015625,0,,3.2353515625,3.2734375,3.0810546875,2.9765625
27000,ASH_COATED_OSMIUM,ask,10004,5,10000.9541015625,3.0458984375,0,,2.7646484375,2.7265625,2.9189453125,3.0234375
27100,ASH_COATED_OSMIUM,bid,9998,5,10001.2353515625,3.2353515625,0,,2.802734375,3.013671875,2.921875,3.275390625
27100,ASH_COATED_OSMIUM,ask,10004,5,10001.2353515625,2.7646484375,0,,3.197265625,2.986328125,3.078125,2.724609375
27200,ASH_COATED_OSMIUM,bid,9998,5,10000.802734375,2.802734375,0,,2.8134765625,3.0068359375,2.681640625,3.517578125
27200,ASH_COATED_OSMIUM,ask,10004,5,10000.802734375,3.197265625,0,,3.1865234375,2.9931640625,3.318359375,2.482421875
27300,ASH_COATED_OSMIUM,ask,10002,10,10000.8134765625,1.1865234375,10,10002,0.5654296875,1.5205078125,1.1748046875,0.6416015625
27300,ASH_COATED_OSMIUM,bid,9998,5,10000.8134765625,2.8134765625,0,,3.4345703125,2.4794921875,2.8251953125,3.3583984375
27300,ASH_COATED_OSMIUM,ask,10004,5,10000.8134765625,3.1865234375,0,,2.5654296875,3.5205078125,3.1748046875,2.6416015625
27400,ASH_COATED_OSMIUM,bid,9998,5,10001.4345703125,3.4345703125,0,,3.2734375,2.26171875,2.8251953125,3.08984375
27400,ASH_COATED_OSMIUM,ask,10004,5,10001.4345703125,2.5654296875,0,,2.7265625,3.73828125,3.1748046875,2.91015625
27500,ASH_COATED_OSMIUM,bid,9998,5,10001.2734375,3.2734375,0,,3.013671875,2.080078125,2.8779296875,2.8486328125
27500,ASH_COATED_OSMIUM,ask,10004,5,10001.2734375,2.7265625,0,,2.986328125,3.919921875,3.1220703125,3.1513671875
27600,ASH_COATED_OSMIUM,bid,9998,5,10001.013671875,3.013671875,0,,3.0068359375,1.8671875,2.5244140625,2.619140625
27600,ASH_COATED_OSMIUM,ask,10004,5,10001.013671875,2.986328125,0,,2.9931640625,4.1328125,3.4755859375,3.380859375
27700,ASH_COATED_OSMIUM,bid,9998,5,10001.0068359375,3.0068359375,0,,2.4794921875,2.5166015625,2.3759765625,2.259765625
27700,ASH_COATED_OSMIUM,ask,10004,5,10001.0068359375,2.9931640625,0,,3.5205078125,3.4833984375,3.6240234375,3.740234375
27800,ASH_COATED_OSMIUM,bid,9998,5,10000.4794921875,2.4794921875,0,,2.26171875,2.890625,2.7451171875,2.0244140625
27800,ASH_COATED_OSMIUM,ask,10004,5,10000.4794921875,3.5205078125,0,,3.73828125,3.109375,3.2548828125,3.9755859375
27900,ASH_COATED_OSMIUM,bid,9998,5,10000.26171875,2.26171875,0,,2.080078125,2.640625,2.8740234375,2.2099609375
27900,ASH_COATED_OSMIUM,ask,10004,5,10000.26171875,3.73828125,0,,3.919921875,3.359375,3.1259765625,3.7900390625
28000,ASH_COATED_OSMIUM,bid,9998,5,10000.080078125,2.080078125,0,,1.8671875,2.7509765625,2.6982421875,2.232421875
28000,ASH_COATED_OSMIUM,ask,10004,5,10000.080078125,3.919921875,0,,4.1328125,3.2490234375,3.3017578125,3.767578125
28100,ASH_COATED_OSMIUM,bid,9998,5,9999.8671875,1.8671875,0,,2.5166015625,2.8740234375,3.037109375,2.2177734375
28100,ASH_COATED_OSMIUM,ask,10004,5,9999.8671875,4.1328125,0,,3.4833984375,3.1259765625,2.962890625,3.7822265625
28200,ASH_COATED_OSMIUM,bid,9998,5,10000.5166015625,2.5166015625,0,,2.890625,3.6044921875,3.1884765625,2.033203125
28200,ASH_COATED_OSMIUM,ask,10004,5,10000.5166015625,3.4833984375,0,,3.109375,2.3955078125,2.8115234375,3.966796875
28300,ASH_COATED_OSMIUM,bid,9998,5,10000.890625,2.890625,0,,2.640625,3.408203125,3.2041015625,2.486328125
28300,ASH_COATED_OSMIUM,ask,10004,5,10000.890625,3.109375,0,,3.359375,2.591796875,2.7958984375,3.513671875
28400,ASH_COATED_OSMIUM,bid,9998,5,10000.640625,2.640625,0,,2.7509765625,3.0986328125,2.5849609375,2.5673828125
28400,ASH_COATED_OSMIUM,ask,10004,5,10000.640625,3.359375,0,,3.2490234375,2.9013671875,3.4150390625,3.4326171875
28500,ASH_COATED_OSMIUM,bid,9998,5,10000.7509765625,2.7509765625,0,,2.8740234375,3.0810546875,2.515625,2.6630859375
28500,ASH_COATED_OSMIUM,ask,10004,5,10000.7509765625,3.2490234375,0,,3.1259765625,2.9189453125,3.484375,3.3369140625
28600,ASH_COATED_OSMIUM,bid,9998,5,10000.8740234375,2.8740234375,0,,3.6044921875,2.921875,2.705078125,3.037109375
28600,ASH_COATED_OSMIUM,ask,10004,5,10000.8740234375,3.1259765625,0,,2.3955078125,3.078125,3.294921875,2.962890625
28700,ASH_COATED_OSMIUM,bid,9998,5,10001.6044921875,3.6044921875,0,,3.408203125,2.681640625,2.61328125,3.3994140625
28700,ASH_COATED_OSMIUM,ask,10004,5,10001.6044921875,2.3955078125,0,,2.591796875,3.318359375,3.38671875,2.6005859375
28800,ASH_COATED_OSMIUM,bid,9998,5,10001.408203125,3.408203125,0,,3.0986328125,2.8251953125,2.7861328125,3.7685546875
28800,ASH_COATED_OSMIUM,ask,10004,5,10001.408203125,2.591796875,0,,2.9013671875,3.1748046875,3.2138671875,2.2314453125
28900,ASH_COATED_OSMIUM,bid,9998,5,10001.0986328125,3.0986328125,0,,3.0810546875,2.8251953125,2.6962890625,4.265625
28900,ASH_COATED_OSMIUM,ask,10004,5,10001.0986328125,2.9013671875,0,,2.9189453125,3.1748046875,3.3037109375,1.734375
29000,ASH_COATED_OSMIUM,bid,9998,5,10001.0810546875,3.0810546875,0,,2.921875,2.8779296875,2.7529296875,3.7744140625
29000,ASH_COATED_OSMIUM,ask,10004,5,10001.0810546875,2.9189453125,0,,3.078125,3.1220703125,3.2470703125,2.2255859375
29100,ASH_COATED_OSMIUM,bid,9998,5,10000.921875,2.921875,0,,2.681640625,2.5244140625,2.2998046875,3.6396484375
29100,ASH_COATED_OSMIUM,ask,10004,5,10000.921875,3.078125,0,,3.318359375,3.4755859375,3.7001953125,2.3603515625
29200,ASH_COATED_OSMIUM,bid,9998,5,10000.681640625,2.681640625,0,,2.8251953125,2.3759765625,2.9560546875,2.8701171875
